Issue Key,Summary,Description,Assignee,Reporter,Issue Type,Priority,Status,Component,Created,Due Date,Days to Complete,Created_Month,Created_Day_of_Week,Due_Month,summary_cleaned,description_cleaned,combined_text,summary_lemmatized,description_lemmatized,combined_lemmatized,summary_word_count,description_word_count,combined_word_count
SWP-65,Survey Platform,"Create survey creation and distribution system with response collection, analysis, and reporting capabilities.",Diana,Heidi,Story,Medium,Done,Feedback,10-06-2025,25-06-2025,15,6,1,6,survey platform,create survey creation and distribution system with response collection analysis and reporting capabilities,survey platform create survey creation and distribution system with response collection analysis and reporting capabilities,survey,survey creation distribution response collection analysis reporting capability,survey survey creation distribution response collection analysis reporting capability,2,13,15
SWP-66,Calendar Integration,"Implement calendar synchronization with multiple providers, scheduling conflicts detection, and meeting management.",Charlie,Ivan,Story,Medium,Done,Scheduling,25-06-2025,02-07-2025,7,6,2,7,calendar integration,implement calendar synchronization with multiple providers scheduling conflicts detection and meeting management,calendar integration implement calendar synchronization with multiple providers scheduling conflicts detection and meeting management,calendar integration,calendar synchronization multiple provider conflict detection,calendar integration calendar synchronization multiple provider conflict detection,2,12,14
SWP-67,Ticketing System,"Build support ticket management with priority queues, SLA tracking, and customer communication tools.",Bob,Judy,Story,Medium,Done,Support,05-06-2025,18-06-2025,13,6,3,6,ticketing system,build support ticket management with priority queues sla tracking and customer communication tools,ticketing system build support ticket management with priority queues sla tracking and customer communication tools,ticket,support queue track,ticket support queue track,2,13,15
SWP-68,Warehouse Management,"Create inventory control system with picking optimization, shipping integration, and stock level monitoring.",Eve,Ivan,Epic,High,Done,Inventory Management,23-06-2025,03-07-2025,10,6,0,7,warehouse management,create inventory control system with picking optimization shipping integration and stock level monitoring,warehouse management create inventory control system with picking optimization shipping integration and stock level monitoring,warehouse,inventory control pick optimization ship integration stock level monitoring,warehouse inventory control pick optimization ship integration stock level monitoring,2,13,15
SWP-69,Lead Management System,"Build sales lead tracking with scoring algorithms, nurturing campaigns, and conversion analytics.",Charlie,Heidi,Story,Medium,In Progress,Sales,25-05-2025,29-05-2025,4,5,6,5,lead management system,build sales lead tracking with scoring algorithms nurturing campaigns and conversion analytics,lead management system build sales lead tracking with scoring algorithms nurturing campaigns and conversion analytics,,sale track score algorithms nurturing campaign conversion analytics, sale track score algorithms nurturing campaign conversion analytics,3,12,15
SWP-70,Performance Review Platform,"Develop employee evaluation system with goal setting, 360-degree feedback, and performance analytics.",Frank,Ivan,Story,Medium,Done,HR Management,04-06-2025,08-06-2025,4,6,2,6,performance review platform,develop employee evaluation system with goal setting degree feedback and performance analytics,performance review platform develop employee evaluation system with goal setting degree feedback and performance analytics,performance,employee evaluation goal degree performance analytics,performance employee evaluation goal degree performance analytics,3,12,15
SWP-71,Deployment Automation,"Create automated deployment pipeline with blue-green deployments, rollback capabilities, and environment management.",Charlie,Grace,Task,High,Done,CI/CD,24-05-2025,27-05-2025,3,5,5,5,deployment automation,create automated deployment pipeline with bluegreen deployments rollback capabilities and environment management,deployment automation create automated deployment pipeline with bluegreen deployments rollback capabilities and environment management,deployment automation,automate deployment bluegreen deployment rollback capability,deployment automation automate deployment bluegreen deployment rollback capability,2,12,14
SWP-72,Data Synchronization,Implement real-time data sync between multiple systems with conflict resolution and consistency guarantees.,Bob,Grace,Task,High,In Progress,Data Sync,12-05-2025,19-05-2025,7,5,0,5,data synchronization,implement realtime data sync between multiple systems with conflict resolution and consistency guarantees,data synchronization implement realtime data sync between multiple systems with conflict resolution and consistency guarantees,synchronization,realtime sync multiple conflict resolution consistency guarantee,synchronization realtime sync multiple conflict resolution consistency guarantee,2,13,15
SWP-73,Mobile Device Policy Enforcement Failure,MDM solution fails to enforce policies on enrolled Android devices.,Bob,Heidi,Bug,High,Open,Mobile Device Management,04-06-2025,19-06-2025,15,6,2,6,mobile device policy enforcement failure,mdm solution fails to enforce policies on enrolled android devices,mobile device policy enforcement failure mdm solution fails to enforce policies on enrolled android devices,mobile device policy enforcement failure,mdm fail enforce policy enrol device,mobile device policy enforcement failure mdm fail enforce policy enrol device,5,10,15
SWP-74,Content Moderation System,"Create automated content filtering with machine learning models, human review workflows, and policy enforcement.",Bob,Judy,Task,High,In Progress,Content Moderation,29-05-2025,08-06-2025,10,5,3,6,content moderation system,create automated content filtering with machine learning models human review workflows and policy enforcement,content moderation system create automated content filtering with machine learning models human review workflows and policy enforcement,content moderation,automate content filtering machine learn model human policy enforcement,content moderation automate content filtering machine learn model human policy enforcement,3,14,17
SWP-75,Disaster Recovery Planning,"Implement business continuity system with backup procedures, recovery testing, and failover automation.",Frank,Grace,Epic,High,Done,Backup,04-07-2025,19-07-2025,15,7,4,7,disaster recovery planning,implement business continuity system with backup procedures recovery testing and failover automation,disaster recovery planning implement business continuity system with backup procedures recovery testing and failover automation,disaster recovery planning,continuity backup recovery failover automation,disaster recovery planning continuity backup recovery failover automation,3,12,15
SWP-76,Integration Testing Suite,"Build comprehensive integration testing with service mocking, contract testing, and dependency validation.",Bob,Grace,Task,Medium,Done,Testing,06-06-2025,15-06-2025,9,6,4,6,integration testing suite,build comprehensive integration testing with service mocking contract testing and dependency validation,integration testing suite build comprehensive integration testing with service mocking contract testing and dependency validation,integration suite,comprehensive integration mock contract dependency,integration suite comprehensive integration mock contract dependency,3,12,15
SWP-77,User Access Management,"Create role-based access control with permission management, user provisioning, and access reviews.",Frank,Heidi,Task,High,Done,Authentication,17-06-2025,24-06-2025,7,6,1,6,user access management,create rolebased access control with permission management user provisioning and access reviews,user access management create rolebased access control with permission management user provisioning and access reviews,access,rolebased access control permission provision access,access rolebased access control permission provision access,3,12,15
SWP-78,Metrics Collection Dashboard Crash,Business metrics dashboard crashes when rendering large datasets.,Alice,Grace,Bug,Medium,In Progress,Analytics,09-06-2025,14-06-2025,5,6,0,6,metrics collection dashboard crash,business metrics dashboard crashes when rendering large datasets,metrics collection dashboard crash business metrics dashboard crashes when rendering large datasets,metric collection dashboard crash,metric dashboard crash render large datasets,metric collection dashboard crash metric dashboard crash render large datasets,4,8,12
SWP-79,Code Quality Analysis,"Implement static code analysis with quality gates, technical debt tracking, and improvement recommendations.",Eve,Judy,Task,Medium,Done,Code Quality,30-06-2025,10-07-2025,10,6,0,7,code quality analysis,implement static code analysis with quality gates technical debt tracking and improvement recommendations,code quality analysis implement static code analysis with quality gates technical debt tracking and improvement recommendations,analysis,static analysis gate technical debt track improvement recommendation,analysis static analysis gate technical debt track improvement recommendation,3,13,16
SWP-80,Customer Segmentation Error,Customer classification system missegments users due to incorrect behavioral data parsing.,Frank,Grace,Bug,Medium,Open,Analytics,08-06-2025,23-06-2025,15,6,6,6,customer segmentation error,customer classification system missegments users due to incorrect behavioral data parsing,customer segmentation error customer classification system missegments users due to incorrect behavioral data parsing,segmentation error,classification missegments incorrect behavioral parsing,segmentation error classification missegments incorrect behavioral parsing,3,11,14
SWP-81,Fraud Detection System,"Build real-time fraud monitoring with machine learning models, rule engines, and investigation workflows.",Eve,Judy,Task,High,In Progress,Fraud Detection,22-05-2025,04-06-2025,13,5,3,6,fraud detection system,build realtime fraud monitoring with machine learning models rule engines and investigation workflows,fraud detection system build realtime fraud monitoring with machine learning models rule engines and investigation workflows,fraud detection,realtime fraud monitoring machine learn model rule engine investigation,fraud detection realtime fraud monitoring machine learn model rule engine investigation,3,13,16
SWP-82,Capacity Planning Tool,"Develop resource planning system with usage forecasting, scaling recommendations, and cost optimization.",Bob,Ivan,Task,Medium,In Progress,Resource Management,23-06-2025,02-07-2025,9,6,0,7,capacity planning tool,develop resource planning system with usage forecasting scaling recommendations and cost optimization,capacity planning tool develop resource planning system with usage forecasting scaling recommendations and cost optimization,capacity planning,resource planning usage forecast scale recommendation cost optimization,capacity planning resource planning usage forecast scale recommendation cost optimization,3,12,15
SWP-83,Service Mesh Implementation,"Deploy microservices communication layer with traffic management, security policies, and observability.",Alice,Judy,Epic,High,In Progress,Microservices,31-05-2025,11-06-2025,11,5,5,6,service mesh implementation,deploy microservices communication layer with traffic management security policies and observability,service mesh implementation deploy microservices communication layer with traffic management security policies and observability,mesh,deploy microservices layer traffic security policy observability,mesh deploy microservices layer traffic security policy observability,3,11,14
SWP-84,Data Governance Reporting Failure,Data management system fails to generate compliance reports due to lineage tracking errors.,Diana,Judy,Bug,High,In Progress,Data Governance,19-06-2025,04-07-2025,15,6,3,7,data governance reporting failure,data management system fails to generate compliance reports due to lineage tracking errors,data governance reporting failure data management system fails to generate compliance reports due to lineage tracking errors,governance reporting failure,fails generate compliance lineage track error,governance reporting failure fails generate compliance lineage track error,4,13,17
SWP-85,Personalization Engine,"Build recommendation system with user behavior analysis, content matching, and A/B testing capabilities.",Alice,Grace,Story,Medium,In Progress,Personalization,29-05-2025,11-06-2025,13,5,3,6,personalization engine,build recommendation system with user behavior analysis content matching and ab testing capabilities,personalization engine build recommendation system with user behavior analysis content matching and ab testing capabilities,personalization engine,recommendation behavior analysis content match ab capability,personalization engine recommendation behavior analysis content match ab capability,2,13,15
SWP-86,Network Monitoring System,"Implement network performance monitoring with topology mapping, issue detection, and troubleshooting tools.",Alice,Judy,Task,High,Done,Monitoring,04-06-2025,08-06-2025,4,6,2,6,network monitoring system,implement network performance monitoring with topology mapping issue detection and troubleshooting tools,network monitoring system implement network performance monitoring with topology mapping issue detection and troubleshooting tools,network monitoring,network performance monitoring topology map detection troubleshoot,network monitoring network performance monitoring topology map detection troubleshoot,3,12,15
SWP-87,Contract Management System,"Create contract lifecycle management with template creation, approval workflows, and renewal tracking.",Diana,Heidi,Epic,Medium,Done,Contract Management,13-05-2025,23-05-2025,10,5,1,5,contract management system,create contract lifecycle management with template creation approval workflows and renewal tracking,contract management system create contract lifecycle management with template creation approval workflows and renewal tracking,contract,contract lifecycle template creation renewal track,contract contract lifecycle template creation renewal track,3,12,15
SWP-88,Incident Response Platform,"Build incident management system with escalation procedures, communication tools, and post-mortem analysis.",Diana,Ivan,Task,High,In Progress,Incident Management,03-06-2025,18-06-2025,15,6,1,6,incident response platform,build incident management system with escalation procedures communication tools and postmortem analysis,incident response platform build incident management system with escalation procedures communication tools and postmortem analysis,incident response,incident escalation postmortem analysis,incident response incident escalation postmortem analysis,3,12,15
SWP-89,Competitive Intelligence,"Develop market analysis tool with competitor tracking, pricing monitoring, and trend identification.",Diana,Ivan,Story,Medium,Open,Analytics,26-05-2025,03-06-2025,8,5,0,6,competitive intelligence,develop market analysis tool with competitor tracking pricing monitoring and trend identification,competitive intelligence develop market analysis tool with competitor tracking pricing monitoring and trend identification,competitive intelligence,market analysis competitor track price monitor trend identification,competitive intelligence market analysis competitor track price monitor trend identification,2,12,14
SWP-90,Resource Optimization,"Create resource allocation system with demand forecasting, utilization tracking, and optimization algorithms.",Diana,Grace,Story,Medium,In Progress,Resource Management,30-05-2025,07-06-2025,8,5,4,6,resource optimization,create resource allocation system with demand forecasting utilization tracking and optimization algorithms,resource optimization create resource allocation system with demand forecasting utilization tracking and optimization algorithms,resource optimization,resource allocation demand forecast utilization track optimization algorithm,resource optimization resource allocation demand forecast utilization track optimization algorithm,2,12,14
SWP-91,Digital Asset Metadata Corruption,Media asset library corrupts metadata during bulk uploads.,Eve,Ivan,Bug,Medium,Open,Asset Management,02-07-2025,06-07-2025,4,7,2,7,digital asset metadata corruption,media asset library corrupts metadata during bulk uploads,digital asset metadata corruption media asset library corrupts metadata during bulk uploads,digital asset metadata corruption,medium asset corrupts metadata bulk uploads,digital asset metadata corruption medium asset corrupts metadata bulk uploads,4,8,12
SWP-92,Customer Journey Mapping,"Create touchpoint analysis system with interaction tracking, journey visualization, and optimization insights.",Bob,Grace,Story,Medium,In Progress,Analytics,22-05-2025,01-06-2025,10,5,3,6,customer journey mapping,create touchpoint analysis system with interaction tracking journey visualization and optimization insights,customer journey mapping create touchpoint analysis system with interaction tracking journey visualization and optimization insights,journey mapping,touchpoint analysis interaction track journey visualization optimization insight,journey mapping touchpoint analysis interaction track journey visualization optimization insight,3,12,15
SWP-93,Pricing Strategy Tool,"Develop dynamic pricing system with market analysis, competitor monitoring, and profit optimization.",Diana,Ivan,Story,Medium,In Progress,Pricing,16-06-2025,29-06-2025,13,6,0,6,pricing strategy tool,develop dynamic pricing system with market analysis competitor monitoring and profit optimization,pricing strategy tool develop dynamic pricing system with market analysis competitor monitoring and profit optimization,pricing strategy,dynamic pricing market analysis competitor monitoring profit optimization,pricing strategy dynamic pricing market analysis competitor monitoring profit optimization,3,12,15
SWP-94,Maintenance Scheduling,"Build preventive maintenance system with asset tracking, schedule optimization, and work order management.",Bob,Grace,Story,Medium,Done,Maintenance,10-06-2025,19-06-2025,9,6,1,6,maintenance scheduling,build preventive maintenance system with asset tracking schedule optimization and work order management,maintenance scheduling build preventive maintenance system with asset tracking schedule optimization and work order management,maintenance,preventive maintenance asset track optimization work order,maintenance preventive maintenance asset track optimization work order,2,13,15
SWP-95,Performance Benchmarking,"Create performance comparison system with industry benchmarks, metrics tracking, and improvement recommendations.",Alice,Ivan,Story,Medium,Open,Analytics,29-05-2025,06-06-2025,8,5,3,6,performance benchmarking,create performance comparison system with industry benchmarks metrics tracking and improvement recommendations,performance benchmarking create performance comparison system with industry benchmarks metrics tracking and improvement recommendations,performance benchmarking,performance comparison industry benchmarks metric track improvement recommendation,performance benchmarking performance comparison industry benchmarks metric track improvement recommendation,2,12,14
SWP-96,Supplier Portal,"Build vendor collaboration platform with order management, document sharing, and performance tracking.",Diana,Heidi,Story,Medium,Done,Vendor Management,19-06-2025,29-06-2025,10,6,3,6,supplier portal,build vendor collaboration platform with order management document sharing and performance tracking,supplier portal build vendor collaboration platform with order management document sharing and performance tracking,supplier portal,collaboration order share performance tracking,supplier portal collaboration order share performance tracking,2,12,14
SWP-97,Customer Onboarding,"Create user onboarding flow with progress tracking, tutorial system, and success metrics collection.",Charlie,Heidi,Story,Medium,Done,Onboarding,05-07-2025,09-07-2025,4,7,5,7,customer onboarding,create user onboarding flow with progress tracking tutorial system and success metrics collection,customer onboarding create user onboarding flow with progress tracking tutorial system and success metrics collection,onboarding,onboarding flow progress track tutorial success metric collection,onboarding onboarding flow progress track tutorial success metric collection,2,13,15
SWP-98,Data Archiving System,"Create data lifecycle management with automated archiving, retention policies, and retrieval capabilities.",Charlie,Heidi,Story,Medium,Done,Data Management,21-05-2025,30-05-2025,9,5,2,5,data archiving system,create data lifecycle management with automated archiving retention policies and retrieval capabilities,data archiving system create data lifecycle management with automated archiving retention policies and retrieval capabilities,archive,lifecycle automate archive retention policy retrieval capability,archive lifecycle automate archive retention policy retrieval capability,3,12,15
SWP-99,Geographic Information System,"Build mapping platform with spatial analysis, location intelligence, and visualization tools.",Charlie,Grace,Story,Medium,In Progress,Geolocation,22-06-2025,05-07-2025,13,6,6,7,geographic information system,build mapping platform with spatial analysis location intelligence and visualization tools,geographic information system build mapping platform with spatial analysis location intelligence and visualization tools,geographic information,map spatial analysis location intelligence visualization,geographic information map spatial analysis location intelligence visualization,3,11,14
SWP-100,Sentiment Analysis Tool,"Create text analysis system with emotion detection, trend monitoring, and reputation management.",Charlie,Heidi,Story,Low,Open,Analytics,21-05-2025,02-06-2025,12,5,2,6,sentiment analysis tool,create text analysis system with emotion detection trend monitoring and reputation management,sentiment analysis tool create text analysis system with emotion detection trend monitoring and reputation management,sentiment analysis,text analysis emotion detection trend monitoring reputation,sentiment analysis text analysis emotion detection trend monitoring reputation,3,12,15
SWP-101,Event Management Platform,"Build event planning system with registration, ticketing, attendee management, and analytics.",Frank,Heidi,Story,Medium,Done,Event Management,28-05-2025,10-06-2025,13,5,2,6,event management platform,build event planning system with registration ticketing attendee management and analytics,event management platform build event planning system with registration ticketing attendee management and analytics,event,event plan registration ticket attendee analytics,event event plan registration ticket attendee analytics,3,11,14
SWP-102,Product Catalog Management,"Create product information system with specifications, pricing, availability, and relationship management.",Charlie,Ivan,Story,Medium,Done,Product Management,14-05-2025,28-05-2025,14,5,2,5,product catalog management,create product information system with specifications pricing availability and relationship management,product catalog management create product information system with specifications pricing availability and relationship management,product catalog,product information specification price availability relationship,product catalog product information specification price availability relationship,3,11,14
SWP-103,Loyalty Program Points Miscalculation,Customer rewards platform miscalculates points for certain transactions.,Diana,Ivan,Bug,Medium,In Progress,Loyalty Program,06-07-2025,20-07-2025,14,7,6,7,loyalty program points miscalculation,customer rewards platform miscalculates points for certain transactions,loyalty program points miscalculation customer rewards platform miscalculates points for certain transactions,loyalty point miscalculation,reward miscalculate point certain transaction,loyalty point miscalculation reward miscalculate point certain transaction,4,8,12
SWP-104,Fleet Management System,"Create vehicle tracking platform with route optimization, maintenance scheduling, and driver management.",Charlie,Grace,Story,Medium,Done,Fleet Management,22-05-2025,06-06-2025,15,5,3,6,fleet management system,create vehicle tracking platform with route optimization maintenance scheduling and driver management,fleet management system create vehicle tracking platform with route optimization maintenance scheduling and driver management,fleet,vehicle track route optimization maintenance driver,fleet vehicle track route optimization maintenance driver,3,12,15
SWP-105,Collaboration Platform,"Build team workspace with file sharing, communication tools, and project coordination features.",Charlie,Judy,Story,Medium,Done,Collaboration,23-06-2025,06-07-2025,13,6,0,7,collaboration platform,build team workspace with file sharing communication tools and project coordination features,collaboration platform build team workspace with file sharing communication tools and project coordination features,collaboration,workspace share coordination,collaboration workspace share coordination,2,12,14
SWP-106,Inventory Forecasting,"Develop demand prediction system with historical analysis, trend identification, and reorder automation.",Charlie,Heidi,Story,Medium,In Progress,Inventory Management,10-05-2025,23-05-2025,13,5,5,5,inventory forecasting,develop demand prediction system with historical analysis trend identification and reorder automation,inventory forecasting develop demand prediction system with historical analysis trend identification and reorder automation,inventory forecasting,demand prediction historical analysis trend identification reorder automation,inventory forecasting demand prediction historical analysis trend identification reorder automation,2,12,14
SWP-107,Customer Support Analytics Dashboard Failure,Support metrics dashboard fails to load ticket analysis data due to API errors.,Alice,Ivan,Bug,Medium,Open,Analytics,20-06-2025,30-06-2025,10,6,4,6,customer support analytics dashboard failure,support metrics dashboard fails to load ticket analysis data due to api errors,customer support analytics dashboard failure support metrics dashboard fails to load ticket analysis data due to api errors,support analytics dashboard failure,support metric dashboard fail load analysis error,support analytics dashboard failure support metric dashboard fail load analysis error,5,13,18
SWP-108,Content Recommendation,"Build personalized content system with user profiling, content matching, and engagement optimization.",Frank,Judy,Story,Medium,In Progress,Personalization,14-06-2025,26-06-2025,12,6,5,6,content recommendation,build personalized content system with user profiling content matching and engagement optimization,content recommendation build personalized content system with user profiling content matching and engagement optimization,content recommendation,personalize content profile content match engagement optimization,content recommendation personalize content profile content match engagement optimization,2,12,14
SWP-109,Financial Reporting System,"Create automated financial reporting with data consolidation, compliance checking, and visualization.",Frank,Ivan,Task,High,Done,Reporting,18-05-2025,24-05-2025,6,5,6,5,financial reporting system,create automated financial reporting with data consolidation compliance checking and visualization,financial reporting system create automated financial reporting with data consolidation compliance checking and visualization,financial reporting,automate financial reporting consolidation compliance visualization,financial reporting automate financial reporting consolidation compliance visualization,3,11,14
SWP-110,Healthcare Patient Record Access Issue,Patient management platform denies access to medical records for authorized users.,Charlie,Grace,Bug,High,In Progress,Healthcare,16-06-2025,25-06-2025,9,6,0,6,healthcare patient record access issue,patient management platform denies access to medical records for authorized users,healthcare patient record access issue patient management platform denies access to medical records for authorized users,healthcare patient access,patient denies access medical authorize,healthcare patient access patient denies access medical authorize,5,11,16
SWP-111,Educational Assessment Tool,"Create online testing platform with question banks, automated grading, and progress tracking.",Alice,Grace,Story,Medium,Done,Education,24-06-2025,09-07-2025,15,6,1,7,educational assessment tool,create online testing platform with question banks automated grading and progress tracking,educational assessment tool create online testing platform with question banks automated grading and progress tracking,educational assessment,online question bank automate grade progress track,educational assessment online question bank automate grade progress track,3,12,15
SWP-112,Environmental Monitoring,"Build sensor data collection system with real-time monitoring, alerting, and compliance reporting.",Bob,Ivan,Story,Medium,In Progress,Monitoring,10-06-2025,25-06-2025,15,6,1,6,environmental monitoring,build sensor data collection system with realtime monitoring alerting and compliance reporting,environmental monitoring build sensor data collection system with realtime monitoring alerting and compliance reporting,environmental monitoring,sensor collection realtime monitor alert compliance reporting,environmental monitoring sensor collection realtime monitor alert compliance reporting,2,12,14
SWP-113,Manufacturing Execution,"Create production management system with workflow tracking, quality control, and efficiency monitoring.",Alice,Heidi,Epic,High,Done,Manufacturing,23-05-2025,26-05-2025,3,5,4,5,manufacturing execution,create production management system with workflow tracking quality control and efficiency monitoring,manufacturing execution create production management system with workflow tracking quality control and efficiency monitoring,manufacturing execution,production track control efficiency monitoring,manufacturing execution production track control efficiency monitoring,2,12,14
SWP-114,Real Estate Management,"Create property management platform with tenant tracking, maintenance requests, and financial reporting.",Eve,Grace,Story,Medium,Done,Real Estate,16-05-2025,30-05-2025,14,5,4,5,real estate management,create property management platform with tenant tracking maintenance requests and financial reporting,real estate management create property management platform with tenant tracking maintenance requests and financial reporting,real estate,tenant track maintenance financial reporting,real estate tenant track maintenance financial reporting,3,12,15
SWP-115,Transportation Management,"Create logistics platform with route planning, carrier management, and shipment tracking.",Eve,Grace,Epic,High,Done,Logistics,19-06-2025,03-07-2025,14,6,3,7,transportation management,create logistics platform with route planning carrier management and shipment tracking,transportation management create logistics platform with route planning carrier management and shipment tracking,transportation,logistics route plan carrier shipment track,transportation logistics route plan carrier shipment track,2,11,13
SWP-116,Energy Management System,"Build utility monitoring platform with consumption tracking, optimization recommendations, and cost analysis.",Alice,Judy,Story,Medium,In Progress,Energy Management,07-06-2025,21-06-2025,14,6,5,6,energy management system,build utility monitoring platform with consumption tracking optimization recommendations and cost analysis,energy management system build utility monitoring platform with consumption tracking optimization recommendations and cost analysis,energy,utility monitoring consumption track optimization recommendation cost analysis,energy utility monitoring consumption track optimization recommendation cost analysis,3,12,15
SWP-117,Regulatory Compliance,"Create compliance management system with requirement tracking, audit preparation, and violation reporting.",Frank,Ivan,Task,High,In Progress,Compliance,23-05-2025,01-06-2025,9,5,4,6,regulatory compliance,create compliance management system with requirement tracking audit preparation and violation reporting,regulatory compliance create compliance management system with requirement tracking audit preparation and violation reporting,regulatory compliance,compliance track audit preparation violation reporting,regulatory compliance compliance track audit preparation violation reporting,2,12,14
SWP-118,Digital Marketing Campaign Tracking Error,Campaign management system fails to track multi-channel performance metrics.,Eve,Heidi,Bug,Medium,Open,Marketing,25-05-2025,03-06-2025,9,5,6,6,digital marketing campaign tracking error,campaign management system fails to track multichannel performance metrics,digital marketing campaign tracking error campaign management system fails to track multichannel performance metrics,digital marketing campaign track error,campaign fail track multichannel performance metric,digital marketing campaign track error campaign fail track multichannel performance metric,5,9,14
SWP-119,Insurance Claims System,"Create claims processing platform with intake forms, adjustment, and settlement tracking.",Diana,Ivan,Task,High,Done,Claims Management,03-06-2025,16-06-2025,13,6,1,6,insurance claims system,create claims processing platform with intake forms adjustment and settlement tracking,insurance claims system create claims processing platform with intake forms adjustment and settlement tracking,insurance claim,claim intake form adjustment settlement track,insurance claim claim intake form adjustment settlement track,3,11,14
SWP-120,Talent Management System,"Build HR platform with recruitment tracking, performance management, and career development tools.",Alice,Ivan,Epic,Medium,Done,HR Management,11-06-2025,26-06-2025,15,6,2,6,talent management system,build hr platform with recruitment tracking performance management and career development tools,talent management system build hr platform with recruitment tracking performance management and career development tools,talent,hr recruitment track performance career,talent hr recruitment track performance career,3,12,15
SWP-121,Supply Chain Analytics,"Create visibility platform with supplier performance, demand forecasting, and risk assessment.",Frank,Judy,Epic,High,In Progress,Supply Chain,30-06-2025,14-07-2025,14,6,0,7,supply chain analytics,create visibility platform with supplier performance demand forecasting and risk assessment,supply chain analytics create visibility platform with supplier performance demand forecasting and risk assessment,supply chain analytics,visibility supplier performance demand forecast risk assessment,supply chain analytics visibility supplier performance demand forecast risk assessment,3,11,14
SWP-122,Customer Experience Platform,"Build journey orchestration system with touchpoint management, feedback collection, and optimization.",Frank,Judy,Story,Medium,In Progress,Analytics,15-05-2025,21-05-2025,6,5,3,5,customer experience platform,build journey orchestration system with touchpoint management feedback collection and optimization,customer experience platform build journey orchestration system with touchpoint management feedback collection and optimization,experience,journey orchestration touchpoint collection optimization,experience journey orchestration touchpoint collection optimization,3,11,14
SWP-123,Procurement Management,"Create purchasing system with requisition workflows, vendor selection, and contract management.",Diana,Grace,Story,Medium,Done,Procurement,26-06-2025,08-07-2025,12,6,3,7,procurement management,create purchasing system with requisition workflows vendor selection and contract management,procurement management create purchasing system with requisition workflows vendor selection and contract management,procurement,purchase requisition selection contract,procurement purchase requisition selection contract,2,11,13
SWP-124,Quality Management System,"Create quality control platform with inspection tracking, nonconformance management, and certification.",Bob,Heidi,Story,Medium,Done,Quality Management,26-06-2025,08-07-2025,12,6,3,7,quality management system,create quality control platform with inspection tracking nonconformance management and certification,quality management system create quality control platform with inspection tracking nonconformance management and certification,,control inspection track nonconformance certification, control inspection track nonconformance certification,3,11,14
SWP-125,Project Resource Planning,"Create resource allocation system with skill matching, availability tracking, and utilization optimization.",Bob,Ivan,Story,Medium,In Progress,Resource Management,18-05-2025,25-05-2025,7,5,6,5,project resource planning,create resource allocation system with skill matching availability tracking and utilization optimization,project resource planning create resource allocation system with skill matching availability tracking and utilization optimization,resource planning,resource allocation skill match availability track utilization optimization,resource planning resource allocation skill match availability track utilization optimization,3,12,15
SWP-126,Customer Data Profile Sync Failure,Unified customer profile system fails to sync data from external CRM.,Frank,Grace,Bug,High,In Progress,CRM,19-06-2025,26-06-2025,7,6,3,6,customer data profile sync failure,unified customer profile system fails to sync data from external crm,customer data profile sync failure unified customer profile system fails to sync data from external crm,profile sync failure,unify profile fail sync external,profile sync failure unify profile fail sync external,5,11,16
SWP-127,Facility Management System,"Create building management platform with space utilization, maintenance scheduling, and energy monitoring.",Charlie,Judy,Story,Medium,Done,Facility Management,02-07-2025,06-07-2025,4,7,2,7,facility management system,create building management platform with space utilization maintenance scheduling and energy monitoring,facility management system create building management platform with space utilization maintenance scheduling and energy monitoring,facility,space utilization maintenance energy monitoring,facility space utilization maintenance energy monitoring,3,12,15
SWP-128,Sales Performance Analytics,"Build sales metrics dashboard with quota tracking, pipeline analysis, and forecasting capabilities.",Bob,Ivan,Story,Medium,In Progress,Analytics,14-06-2025,20-06-2025,6,6,5,6,sales performance analytics,build sales metrics dashboard with quota tracking pipeline analysis and forecasting capabilities,sales performance analytics build sales metrics dashboard with quota tracking pipeline analysis and forecasting capabilities,sale performance analytics,sale metric dashboard quota track analysis forecasting capability,sale performance analytics sale metric dashboard quota track analysis forecasting capability,3,12,15
SWP-129,Document Workflow System,"Create document approval platform with routing rules, electronic signatures, and version control.",Bob,Heidi,Story,Medium,Done,Document Management,01-07-2025,10-07-2025,9,7,1,7,document workflow system,create document approval platform with routing rules electronic signatures and version control,document workflow system create document approval platform with routing rules electronic signatures and version control,,rout rule electronic signature version control, rout rule electronic signature version control,3,12,15
SWP-130,Predictive Maintenance,"Build equipment monitoring system with failure prediction, maintenance scheduling, and cost optimization.",Alice,Judy,Task,High,In Progress,Maintenance,24-05-2025,28-05-2025,4,5,5,5,predictive maintenance,build equipment monitoring system with failure prediction maintenance scheduling and cost optimization,predictive maintenance build equipment monitoring system with failure prediction maintenance scheduling and cost optimization,predictive maintenance,equipment monitoring failure prediction maintenance cost optimization,predictive maintenance equipment monitoring failure prediction maintenance cost optimization,2,12,14
SWP-131,Customer Feedback Platform,"Create feedback collection system with survey distribution, sentiment analysis, and action tracking.",Charlie,Heidi,Story,Medium,In Progress,Feedback,12-06-2025,27-06-2025,15,6,3,6,customer feedback platform,create feedback collection system with survey distribution sentiment analysis and action tracking,customer feedback platform create feedback collection system with survey distribution sentiment analysis and action tracking,,collection survey distribution sentiment analysis action track, collection survey distribution sentiment analysis action track,3,12,15
