Issue Key,Summary,Description,Assignee,Reporter,Issue Type,Priority,Status,Component,Created,Due Date,Days to Complete,Created_Month,Created_Day_of_Week,Due_Month,summary_cleaned,description_cleaned,combined_text,summary_lemmatized,description_lemmatized,combined_lemmatized,summary_word_count,description_word_count,combined_word_count,summary_processed,summary_stemmed,summary_tokens,description_processed,description_stemmed,description_tokens
SWP-87,Contract Management System,"Create contract lifecycle management with template creation, approval workflows, and renewal tracking.",Diana,Heidi,Epic,Medium,Done,Contract Management,2025-05-13,2025-05-23,10,5,1,5,contract management system,create contract lifecycle management with template creation approval workflows and renewal tracking,contract management system create contract lifecycle management with template creation approval workflows and renewal tracking,contract management system,create contract lifecycle management template creation approval workflows renewal track,contract management system create contract lifecycle management template creation approval workflows renewal track,3,12,15,"{'cleaned_text': 'contract management system', 'tokens': ['contract', 'management', 'system'], 'filtered_tokens': ['contract', 'management', 'system'], 'stemmed_tokens': ['contract', 'manag', 'system'], 'lemmatized_tokens': ['contract', 'management', 'system'], 'processed_text_stem': 'contract manag system', 'processed_text_lemma': 'contract management system'}",contract manag system,"['contract', 'management', 'system']","{'cleaned_text': 'create contract lifecycle management with template creation approval workflows and renewal tracking', 'tokens': ['create', 'contract', 'lifecycle', 'management', 'with', 'template', 'creation', 'approval', 'workflows', 'and', 'renewal', 'tracking'], 'filtered_tokens': ['create', 'contract', 'lifecycle', 'management', 'template', 'creation', 'approval', 'workflows', 'renewal', 'tracking'], 'stemmed_tokens': ['creat', 'contract', 'lifecycl', 'manag', 'templat', 'creation', 'approv', 'workflow', 'renew', 'track'], 'lemmatized_tokens': ['create', 'contract', 'lifecycle', 'management', 'template', 'creation', 'approval', 'workflows', 'renewal', 'track'], 'processed_text_stem': 'creat contract lifecycl manag templat creation approv workflow renew track', 'processed_text_lemma': 'create contract lifecycle management template creation approval workflows renewal track'}",creat contract lifecycl manag templat creation approv workflow renew track,"['create', 'contract', 'lifecycle', 'management', 'with', 'template', 'creation', 'approval', 'workflows', 'and', 'renewal', 'tracking']"
SWP-88,Incident Response Platform,"Build incident management system with escalation procedures, communication tools, and post-mortem analysis.",Diana,Ivan,Task,High,In Progress,Incident Management,2025-03-06,2025-06-18,104,3,3,6,incident response platform,build incident management system with escalation procedures communication tools and postmortem analysis,incident response platform build incident management system with escalation procedures communication tools and postmortem analysis,incident response platform,build incident management system escalation procedure communication tool postmortem analysis,incident response platform build incident management system escalation procedure communication tool postmortem analysis,3,12,15,"{'cleaned_text': 'incident response platform', 'tokens': ['incident', 'response', 'platform'], 'filtered_tokens': ['incident', 'response', 'platform'], 'stemmed_tokens': ['incid', 'respons', 'platform'], 'lemmatized_tokens': ['incident', 'response', 'platform'], 'processed_text_stem': 'incid respons platform', 'processed_text_lemma': 'incident response platform'}",incid respons platform,"['incident', 'response', 'platform']","{'cleaned_text': 'build incident management system with escalation procedures communication tools and postmortem analysis', 'tokens': ['build', 'incident', 'management', 'system', 'with', 'escalation', 'procedures', 'communication', 'tools', 'and', 'postmortem', 'analysis'], 'filtered_tokens': ['build', 'incident', 'management', 'system', 'escalation', 'procedures', 'communication', 'tools', 'postmortem', 'analysis'], 'stemmed_tokens': ['build', 'incid', 'manag', 'system', 'escal', 'procedur', 'commun', 'tool', 'postmortem', 'analysi'], 'lemmatized_tokens': ['build', 'incident', 'management', 'system', 'escalation', 'procedure', 'communication', 'tool', 'postmortem', 'analysis'], 'processed_text_stem': 'build incid manag system escal procedur commun tool postmortem analysi', 'processed_text_lemma': 'build incident management system escalation procedure communication tool postmortem analysis'}",build incid manag system escal procedur commun tool postmortem analysi,"['build', 'incident', 'management', 'system', 'with', 'escalation', 'procedures', 'communication', 'tools', 'and', 'postmortem', 'analysis']"
SWP-89,Competitive Intelligence,"Develop market analysis tool with competitor tracking, pricing monitoring, and trend identification.",Diana,Ivan,Story,Medium,Open,Analytics,2025-05-26,2025-03-06,-81,5,0,3,competitive intelligence,develop market analysis tool with competitor tracking pricing monitoring and trend identification,competitive intelligence develop market analysis tool with competitor tracking pricing monitoring and trend identification,competitive intelligence,develop market analysis tool competitor track price monitor trend identification,competitive intelligence develop market analysis tool competitor track price monitor trend identification,2,12,14,"{'cleaned_text': 'competitive intelligence', 'tokens': ['competitive', 'intelligence'], 'filtered_tokens': ['competitive', 'intelligence'], 'stemmed_tokens': ['competit', 'intellig'], 'lemmatized_tokens': ['competitive', 'intelligence'], 'processed_text_stem': 'competit intellig', 'processed_text_lemma': 'competitive intelligence'}",competit intellig,"['competitive', 'intelligence']","{'cleaned_text': 'develop market analysis tool with competitor tracking pricing monitoring and trend identification', 'tokens': ['develop', 'market', 'analysis', 'tool', 'with', 'competitor', 'tracking', 'pricing', 'monitoring', 'and', 'trend', 'identification'], 'filtered_tokens': ['develop', 'market', 'analysis', 'tool', 'competitor', 'tracking', 'pricing', 'monitoring', 'trend', 'identification'], 'stemmed_tokens': ['develop', 'market', 'analysi', 'tool', 'competitor', 'track', 'price', 'monitor', 'trend', 'identif'], 'lemmatized_tokens': ['develop', 'market', 'analysis', 'tool', 'competitor', 'track', 'price', 'monitor', 'trend', 'identification'], 'processed_text_stem': 'develop market analysi tool competitor track price monitor trend identif', 'processed_text_lemma': 'develop market analysis tool competitor track price monitor trend identification'}",develop market analysi tool competitor track price monitor trend identif,"['develop', 'market', 'analysis', 'tool', 'with', 'competitor', 'tracking', 'pricing', 'monitoring', 'and', 'trend', 'identification']"
SWP-90,Resource Optimization,"Create resource allocation system with demand forecasting, utilization tracking, and optimization algorithms.",Diana,Grace,Story,Medium,In Progress,Resource Management,2025-05-30,2025-07-06,37,5,4,7,resource optimization,create resource allocation system with demand forecasting utilization tracking and optimization algorithms,resource optimization create resource allocation system with demand forecasting utilization tracking and optimization algorithms,resource optimization,create resource allocation system demand forecast utilization track optimization algorithm,resource optimization create resource allocation system demand forecast utilization track optimization algorithm,2,12,14,"{'cleaned_text': 'resource optimization', 'tokens': ['resource', 'optimization'], 'filtered_tokens': ['resource', 'optimization'], 'stemmed_tokens': ['resourc', 'optim'], 'lemmatized_tokens': ['resource', 'optimization'], 'processed_text_stem': 'resourc optim', 'processed_text_lemma': 'resource optimization'}",resourc optim,"['resource', 'optimization']","{'cleaned_text': 'create resource allocation system with demand forecasting utilization tracking and optimization algorithms', 'tokens': ['create', 'resource', 'allocation', 'system', 'with', 'demand', 'forecasting', 'utilization', 'tracking', 'and', 'optimization', 'algorithms'], 'filtered_tokens': ['create', 'resource', 'allocation', 'system', 'demand', 'forecasting', 'utilization', 'tracking', 'optimization', 'algorithms'], 'stemmed_tokens': ['creat', 'resourc', 'alloc', 'system', 'demand', 'forecast', 'util', 'track', 'optim', 'algorithm'], 'lemmatized_tokens': ['create', 'resource', 'allocation', 'system', 'demand', 'forecast', 'utilization', 'track', 'optimization', 'algorithm'], 'processed_text_stem': 'creat resourc alloc system demand forecast util track optim algorithm', 'processed_text_lemma': 'create resource allocation system demand forecast utilization track optimization algorithm'}",creat resourc alloc system demand forecast util track optim algorithm,"['create', 'resource', 'allocation', 'system', 'with', 'demand', 'forecasting', 'utilization', 'tracking', 'and', 'optimization', 'algorithms']"
SWP-91,Digital Asset Metadata Corruption,Media asset library corrupts metadata during bulk uploads.,Eve,Ivan,Bug,Medium,Open,Asset Management,2025-02-07,2025-06-07,120,2,4,6,digital asset metadata corruption,media asset library corrupts metadata during bulk uploads,digital asset metadata corruption media asset library corrupts metadata during bulk uploads,digital asset metadata corruption,medium asset library corrupts metadata bulk uploads,digital asset metadata corruption medium asset library corrupts metadata bulk uploads,4,8,12,"{'cleaned_text': 'digital asset metadata corruption', 'tokens': ['digital', 'asset', 'metadata', 'corruption'], 'filtered_tokens': ['digital', 'asset', 'metadata', 'corruption'], 'stemmed_tokens': ['digit', 'asset', 'metadata', 'corrupt'], 'lemmatized_tokens': ['digital', 'asset', 'metadata', 'corruption'], 'processed_text_stem': 'digit asset metadata corrupt', 'processed_text_lemma': 'digital asset metadata corruption'}",digit asset metadata corrupt,"['digital', 'asset', 'metadata', 'corruption']","{'cleaned_text': 'media asset library corrupts metadata during bulk uploads', 'tokens': ['media', 'asset', 'library', 'corrupts', 'metadata', 'during', 'bulk', 'uploads'], 'filtered_tokens': ['media', 'asset', 'library', 'corrupts', 'metadata', 'bulk', 'uploads'], 'stemmed_tokens': ['media', 'asset', 'librari', 'corrupt', 'metadata', 'bulk', 'upload'], 'lemmatized_tokens': ['medium', 'asset', 'library', 'corrupts', 'metadata', 'bulk', 'uploads'], 'processed_text_stem': 'media asset librari corrupt metadata bulk upload', 'processed_text_lemma': 'medium asset library corrupts metadata bulk uploads'}",media asset librari corrupt metadata bulk upload,"['media', 'asset', 'library', 'corrupts', 'metadata', 'during', 'bulk', 'uploads']"
SWP-92,Customer Journey Mapping,"Create touchpoint analysis system with interaction tracking, journey visualization, and optimization insights.",Bob,Grace,Story,Medium,In Progress,Analytics,2025-05-22,2025-01-06,-136,5,3,1,customer journey mapping,create touchpoint analysis system with interaction tracking journey visualization and optimization insights,customer journey mapping create touchpoint analysis system with interaction tracking journey visualization and optimization insights,customer journey mapping,create touchpoint analysis system interaction track journey visualization optimization insight,customer journey mapping create touchpoint analysis system interaction track journey visualization optimization insight,3,12,15,"{'cleaned_text': 'customer journey mapping', 'tokens': ['customer', 'journey', 'mapping'], 'filtered_tokens': ['customer', 'journey', 'mapping'], 'stemmed_tokens': ['custom', 'journey', 'map'], 'lemmatized_tokens': ['customer', 'journey', 'mapping'], 'processed_text_stem': 'custom journey map', 'processed_text_lemma': 'customer journey mapping'}",custom journey map,"['customer', 'journey', 'mapping']","{'cleaned_text': 'create touchpoint analysis system with interaction tracking journey visualization and optimization insights', 'tokens': ['create', 'touchpoint', 'analysis', 'system', 'with', 'interaction', 'tracking', 'journey', 'visualization', 'and', 'optimization', 'insights'], 'filtered_tokens': ['create', 'touchpoint', 'analysis', 'system', 'interaction', 'tracking', 'journey', 'visualization', 'optimization', 'insights'], 'stemmed_tokens': ['creat', 'touchpoint', 'analysi', 'system', 'interact', 'track', 'journey', 'visual', 'optim', 'insight'], 'lemmatized_tokens': ['create', 'touchpoint', 'analysis', 'system', 'interaction', 'track', 'journey', 'visualization', 'optimization', 'insight'], 'processed_text_stem': 'creat touchpoint analysi system interact track journey visual optim insight', 'processed_text_lemma': 'create touchpoint analysis system interaction track journey visualization optimization insight'}",creat touchpoint analysi system interact track journey visual optim insight,"['create', 'touchpoint', 'analysis', 'system', 'with', 'interaction', 'tracking', 'journey', 'visualization', 'and', 'optimization', 'insights']"
SWP-93,Pricing Strategy Tool,"Develop dynamic pricing system with market analysis, competitor monitoring, and profit optimization.",Diana,Ivan,Story,Medium,In Progress,Pricing,2025-06-16,2025-06-29,13,6,0,6,pricing strategy tool,develop dynamic pricing system with market analysis competitor monitoring and profit optimization,pricing strategy tool develop dynamic pricing system with market analysis competitor monitoring and profit optimization,pricing strategy tool,develop dynamic pricing system market analysis competitor monitoring profit optimization,pricing strategy tool develop dynamic pricing system market analysis competitor monitoring profit optimization,3,12,15,"{'cleaned_text': 'pricing strategy tool', 'tokens': ['pricing', 'strategy', 'tool'], 'filtered_tokens': ['pricing', 'strategy', 'tool'], 'stemmed_tokens': ['price', 'strategi', 'tool'], 'lemmatized_tokens': ['pricing', 'strategy', 'tool'], 'processed_text_stem': 'price strategi tool', 'processed_text_lemma': 'pricing strategy tool'}",price strategi tool,"['pricing', 'strategy', 'tool']","{'cleaned_text': 'develop dynamic pricing system with market analysis competitor monitoring and profit optimization', 'tokens': ['develop', 'dynamic', 'pricing', 'system', 'with', 'market', 'analysis', 'competitor', 'monitoring', 'and', 'profit', 'optimization'], 'filtered_tokens': ['develop', 'dynamic', 'pricing', 'system', 'market', 'analysis', 'competitor', 'monitoring', 'profit', 'optimization'], 'stemmed_tokens': ['develop', 'dynam', 'price', 'system', 'market', 'analysi', 'competitor', 'monitor', 'profit', 'optim'], 'lemmatized_tokens': ['develop', 'dynamic', 'pricing', 'system', 'market', 'analysis', 'competitor', 'monitoring', 'profit', 'optimization'], 'processed_text_stem': 'develop dynam price system market analysi competitor monitor profit optim', 'processed_text_lemma': 'develop dynamic pricing system market analysis competitor monitoring profit optimization'}",develop dynam price system market analysi competitor monitor profit optim,"['develop', 'dynamic', 'pricing', 'system', 'with', 'market', 'analysis', 'competitor', 'monitoring', 'and', 'profit', 'optimization']"
SWP-94,Maintenance Scheduling,"Build preventive maintenance system with asset tracking, schedule optimization, and work order management.",Bob,Grace,Story,Medium,Done,Maintenance,2025-10-06,2025-06-19,-109,10,0,6,maintenance scheduling,build preventive maintenance system with asset tracking schedule optimization and work order management,maintenance scheduling build preventive maintenance system with asset tracking schedule optimization and work order management,maintenance scheduling,build preventive maintenance system asset track schedule optimization work order management,maintenance scheduling build preventive maintenance system asset track schedule optimization work order management,2,13,15,"{'cleaned_text': 'maintenance scheduling', 'tokens': ['maintenance', 'scheduling'], 'filtered_tokens': ['maintenance', 'scheduling'], 'stemmed_tokens': ['mainten', 'schedul'], 'lemmatized_tokens': ['maintenance', 'scheduling'], 'processed_text_stem': 'mainten schedul', 'processed_text_lemma': 'maintenance scheduling'}",mainten schedul,"['maintenance', 'scheduling']","{'cleaned_text': 'build preventive maintenance system with asset tracking schedule optimization and work order management', 'tokens': ['build', 'preventive', 'maintenance', 'system', 'with', 'asset', 'tracking', 'schedule', 'optimization', 'and', 'work', 'order', 'management'], 'filtered_tokens': ['build', 'preventive', 'maintenance', 'system', 'asset', 'tracking', 'schedule', 'optimization', 'work', 'order', 'management'], 'stemmed_tokens': ['build', 'prevent', 'mainten', 'system', 'asset', 'track', 'schedul', 'optim', 'work', 'order', 'manag'], 'lemmatized_tokens': ['build', 'preventive', 'maintenance', 'system', 'asset', 'track', 'schedule', 'optimization', 'work', 'order', 'management'], 'processed_text_stem': 'build prevent mainten system asset track schedul optim work order manag', 'processed_text_lemma': 'build preventive maintenance system asset track schedule optimization work order management'}",build prevent mainten system asset track schedul optim work order manag,"['build', 'preventive', 'maintenance', 'system', 'with', 'asset', 'tracking', 'schedule', 'optimization', 'and', 'work', 'order', 'management']"
SWP-95,Performance Benchmarking,"Create performance comparison system with industry benchmarks, metrics tracking, and improvement recommendations.",Alice,Ivan,Story,Medium,Open,Analytics,2025-05-29,2025-06-06,8,5,3,6,performance benchmarking,create performance comparison system with industry benchmarks metrics tracking and improvement recommendations,performance benchmarking create performance comparison system with industry benchmarks metrics tracking and improvement recommendations,performance benchmarking,create performance comparison system industry benchmarks metric track improvement recommendation,performance benchmarking create performance comparison system industry benchmarks metric track improvement recommendation,2,12,14,"{'cleaned_text': 'performance benchmarking', 'tokens': ['performance', 'benchmarking'], 'filtered_tokens': ['performance', 'benchmarking'], 'stemmed_tokens': ['perform', 'benchmark'], 'lemmatized_tokens': ['performance', 'benchmarking'], 'processed_text_stem': 'perform benchmark', 'processed_text_lemma': 'performance benchmarking'}",perform benchmark,"['performance', 'benchmarking']","{'cleaned_text': 'create performance comparison system with industry benchmarks metrics tracking and improvement recommendations', 'tokens': ['create', 'performance', 'comparison', 'system', 'with', 'industry', 'benchmarks', 'metrics', 'tracking', 'and', 'improvement', 'recommendations'], 'filtered_tokens': ['create', 'performance', 'comparison', 'system', 'industry', 'benchmarks', 'metrics', 'tracking', 'improvement', 'recommendations'], 'stemmed_tokens': ['creat', 'perform', 'comparison', 'system', 'industri', 'benchmark', 'metric', 'track', 'improv', 'recommend'], 'lemmatized_tokens': ['create', 'performance', 'comparison', 'system', 'industry', 'benchmarks', 'metric', 'track', 'improvement', 'recommendation'], 'processed_text_stem': 'creat perform comparison system industri benchmark metric track improv recommend', 'processed_text_lemma': 'create performance comparison system industry benchmarks metric track improvement recommendation'}",creat perform comparison system industri benchmark metric track improv recommend,"['create', 'performance', 'comparison', 'system', 'with', 'industry', 'benchmarks', 'metrics', 'tracking', 'and', 'improvement', 'recommendations']"
SWP-96,Supplier Portal,"Build vendor collaboration platform with order management, document sharing, and performance tracking.",Diana,Heidi,Story,Medium,Done,Vendor Management,2025-06-19,2025-06-29,10,6,3,6,supplier portal,build vendor collaboration platform with order management document sharing and performance tracking,supplier portal build vendor collaboration platform with order management document sharing and performance tracking,supplier portal,build vendor collaboration platform order management document share performance tracking,supplier portal build vendor collaboration platform order management document share performance tracking,2,12,14,"{'cleaned_text': 'supplier portal', 'tokens': ['supplier', 'portal'], 'filtered_tokens': ['supplier', 'portal'], 'stemmed_tokens': ['supplier', 'portal'], 'lemmatized_tokens': ['supplier', 'portal'], 'processed_text_stem': 'supplier portal', 'processed_text_lemma': 'supplier portal'}",supplier portal,"['supplier', 'portal']","{'cleaned_text': 'build vendor collaboration platform with order management document sharing and performance tracking', 'tokens': ['build', 'vendor', 'collaboration', 'platform', 'with', 'order', 'management', 'document', 'sharing', 'and', 'performance', 'tracking'], 'filtered_tokens': ['build', 'vendor', 'collaboration', 'platform', 'order', 'management', 'document', 'sharing', 'performance', 'tracking'], 'stemmed_tokens': ['build', 'vendor', 'collabor', 'platform', 'order', 'manag', 'document', 'share', 'perform', 'track'], 'lemmatized_tokens': ['build', 'vendor', 'collaboration', 'platform', 'order', 'management', 'document', 'share', 'performance', 'tracking'], 'processed_text_stem': 'build vendor collabor platform order manag document share perform track', 'processed_text_lemma': 'build vendor collaboration platform order management document share performance tracking'}",build vendor collabor platform order manag document share perform track,"['build', 'vendor', 'collaboration', 'platform', 'with', 'order', 'management', 'document', 'sharing', 'and', 'performance', 'tracking']"
SWP-97,Customer Onboarding,"Create user onboarding flow with progress tracking, tutorial system, and success metrics collection.",Charlie,Heidi,Story,Medium,Done,Onboarding,2025-05-07,2025-09-07,123,5,2,9,customer onboarding,create user onboarding flow with progress tracking tutorial system and success metrics collection,customer onboarding create user onboarding flow with progress tracking tutorial system and success metrics collection,customer onboarding,create user onboarding flow progress track tutorial system success metric collection,customer onboarding create user onboarding flow progress track tutorial system success metric collection,2,13,15,"{'cleaned_text': 'customer onboarding', 'tokens': ['customer', 'onboarding'], 'filtered_tokens': ['customer', 'onboarding'], 'stemmed_tokens': ['custom', 'onboard'], 'lemmatized_tokens': ['customer', 'onboarding'], 'processed_text_stem': 'custom onboard', 'processed_text_lemma': 'customer onboarding'}",custom onboard,"['customer', 'onboarding']","{'cleaned_text': 'create user onboarding flow with progress tracking tutorial system and success metrics collection', 'tokens': ['create', 'user', 'onboarding', 'flow', 'with', 'progress', 'tracking', 'tutorial', 'system', 'and', 'success', 'metrics', 'collection'], 'filtered_tokens': ['create', 'user', 'onboarding', 'flow', 'progress', 'tracking', 'tutorial', 'system', 'success', 'metrics', 'collection'], 'stemmed_tokens': ['creat', 'user', 'onboard', 'flow', 'progress', 'track', 'tutori', 'system', 'success', 'metric', 'collect'], 'lemmatized_tokens': ['create', 'user', 'onboarding', 'flow', 'progress', 'track', 'tutorial', 'system', 'success', 'metric', 'collection'], 'processed_text_stem': 'creat user onboard flow progress track tutori system success metric collect', 'processed_text_lemma': 'create user onboarding flow progress track tutorial system success metric collection'}",creat user onboard flow progress track tutori system success metric collect,"['create', 'user', 'onboarding', 'flow', 'with', 'progress', 'tracking', 'tutorial', 'system', 'and', 'success', 'metrics', 'collection']"
SWP-98,Data Archiving System,"Create data lifecycle management with automated archiving, retention policies, and retrieval capabilities.",Charlie,Heidi,Story,Medium,Done,Data Management,2025-05-21,2025-05-30,9,5,2,5,data archiving system,create data lifecycle management with automated archiving retention policies and retrieval capabilities,data archiving system create data lifecycle management with automated archiving retention policies and retrieval capabilities,data archive system,create data lifecycle management automate archive retention policy retrieval capability,data archive system create data lifecycle management automate archive retention policy retrieval capability,3,12,15,"{'cleaned_text': 'data archiving system', 'tokens': ['data', 'archiving', 'system'], 'filtered_tokens': ['data', 'archiving', 'system'], 'stemmed_tokens': ['data', 'archiv', 'system'], 'lemmatized_tokens': ['data', 'archive', 'system'], 'processed_text_stem': 'data archiv system', 'processed_text_lemma': 'data archive system'}",data archiv system,"['data', 'archiving', 'system']","{'cleaned_text': 'create data lifecycle management with automated archiving retention policies and retrieval capabilities', 'tokens': ['create', 'data', 'lifecycle', 'management', 'with', 'automated', 'archiving', 'retention', 'policies', 'and', 'retrieval', 'capabilities'], 'filtered_tokens': ['create', 'data', 'lifecycle', 'management', 'automated', 'archiving', 'retention', 'policies', 'retrieval', 'capabilities'], 'stemmed_tokens': ['creat', 'data', 'lifecycl', 'manag', 'autom', 'archiv', 'retent', 'polici', 'retriev', 'capabl'], 'lemmatized_tokens': ['create', 'data', 'lifecycle', 'management', 'automate', 'archive', 'retention', 'policy', 'retrieval', 'capability'], 'processed_text_stem': 'creat data lifecycl manag autom archiv retent polici retriev capabl', 'processed_text_lemma': 'create data lifecycle management automate archive retention policy retrieval capability'}",creat data lifecycl manag autom archiv retent polici retriev capabl,"['create', 'data', 'lifecycle', 'management', 'with', 'automated', 'archiving', 'retention', 'policies', 'and', 'retrieval', 'capabilities']"
SWP-99,Geographic Information System,"Build mapping platform with spatial analysis, location intelligence, and visualization tools.",Charlie,Grace,Story,Medium,In Progress,Geolocation,2025-06-22,2025-05-07,-46,6,6,5,geographic information system,build mapping platform with spatial analysis location intelligence and visualization tools,geographic information system build mapping platform with spatial analysis location intelligence and visualization tools,geographic information system,build map platform spatial analysis location intelligence visualization tool,geographic information system build map platform spatial analysis location intelligence visualization tool,3,11,14,"{'cleaned_text': 'geographic information system', 'tokens': ['geographic', 'information', 'system'], 'filtered_tokens': ['geographic', 'information', 'system'], 'stemmed_tokens': ['geograph', 'inform', 'system'], 'lemmatized_tokens': ['geographic', 'information', 'system'], 'processed_text_stem': 'geograph inform system', 'processed_text_lemma': 'geographic information system'}",geograph inform system,"['geographic', 'information', 'system']","{'cleaned_text': 'build mapping platform with spatial analysis location intelligence and visualization tools', 'tokens': ['build', 'mapping', 'platform', 'with', 'spatial', 'analysis', 'location', 'intelligence', 'and', 'visualization', 'tools'], 'filtered_tokens': ['build', 'mapping', 'platform', 'spatial', 'analysis', 'location', 'intelligence', 'visualization', 'tools'], 'stemmed_tokens': ['build', 'map', 'platform', 'spatial', 'analysi', 'locat', 'intellig', 'visual', 'tool'], 'lemmatized_tokens': ['build', 'map', 'platform', 'spatial', 'analysis', 'location', 'intelligence', 'visualization', 'tool'], 'processed_text_stem': 'build map platform spatial analysi locat intellig visual tool', 'processed_text_lemma': 'build map platform spatial analysis location intelligence visualization tool'}",build map platform spatial analysi locat intellig visual tool,"['build', 'mapping', 'platform', 'with', 'spatial', 'analysis', 'location', 'intelligence', 'and', 'visualization', 'tools']"
SWP-100,Sentiment Analysis Tool,"Create text analysis system with emotion detection, trend monitoring, and reputation management.",Charlie,Heidi,Story,Low,Open,Analytics,2025-05-21,2025-02-06,-104,5,2,2,sentiment analysis tool,create text analysis system with emotion detection trend monitoring and reputation management,sentiment analysis tool create text analysis system with emotion detection trend monitoring and reputation management,sentiment analysis tool,create text analysis system emotion detection trend monitor reputation management,sentiment analysis tool create text analysis system emotion detection trend monitor reputation management,3,12,15,"{'cleaned_text': 'sentiment analysis tool', 'tokens': ['sentiment', 'analysis', 'tool'], 'filtered_tokens': ['sentiment', 'analysis', 'tool'], 'stemmed_tokens': ['sentiment', 'analysi', 'tool'], 'lemmatized_tokens': ['sentiment', 'analysis', 'tool'], 'processed_text_stem': 'sentiment analysi tool', 'processed_text_lemma': 'sentiment analysis tool'}",sentiment analysi tool,"['sentiment', 'analysis', 'tool']","{'cleaned_text': 'create text analysis system with emotion detection trend monitoring and reputation management', 'tokens': ['create', 'text', 'analysis', 'system', 'with', 'emotion', 'detection', 'trend', 'monitoring', 'and', 'reputation', 'management'], 'filtered_tokens': ['create', 'text', 'analysis', 'system', 'emotion', 'detection', 'trend', 'monitoring', 'reputation', 'management'], 'stemmed_tokens': ['creat', 'text', 'analysi', 'system', 'emot', 'detect', 'trend', 'monitor', 'reput', 'manag'], 'lemmatized_tokens': ['create', 'text', 'analysis', 'system', 'emotion', 'detection', 'trend', 'monitor', 'reputation', 'management'], 'processed_text_stem': 'creat text analysi system emot detect trend monitor reput manag', 'processed_text_lemma': 'create text analysis system emotion detection trend monitor reputation management'}",creat text analysi system emot detect trend monitor reput manag,"['create', 'text', 'analysis', 'system', 'with', 'emotion', 'detection', 'trend', 'monitoring', 'and', 'reputation', 'management']"
SWP-101,Event Management Platform,"Build event planning system with registration, ticketing, attendee management, and analytics.",Frank,Heidi,Story,Medium,Done,Event Management,2025-05-28,2025-10-06,131,5,2,10,event management platform,build event planning system with registration ticketing attendee management and analytics,event management platform build event planning system with registration ticketing attendee management and analytics,event management platform,build event planning system registration ticket attendee management analytics,event management platform build event planning system registration ticket attendee management analytics,3,11,14,"{'cleaned_text': 'event management platform', 'tokens': ['event', 'management', 'platform'], 'filtered_tokens': ['event', 'management', 'platform'], 'stemmed_tokens': ['event', 'manag', 'platform'], 'lemmatized_tokens': ['event', 'management', 'platform'], 'processed_text_stem': 'event manag platform', 'processed_text_lemma': 'event management platform'}",event manag platform,"['event', 'management', 'platform']","{'cleaned_text': 'build event planning system with registration ticketing attendee management and analytics', 'tokens': ['build', 'event', 'planning', 'system', 'with', 'registration', 'ticketing', 'attendee', 'management', 'and', 'analytics'], 'filtered_tokens': ['build', 'event', 'planning', 'system', 'registration', 'ticketing', 'attendee', 'management', 'analytics'], 'stemmed_tokens': ['build', 'event', 'plan', 'system', 'registr', 'ticket', 'attende', 'manag', 'analyt'], 'lemmatized_tokens': ['build', 'event', 'planning', 'system', 'registration', 'ticket', 'attendee', 'management', 'analytics'], 'processed_text_stem': 'build event plan system registr ticket attende manag analyt', 'processed_text_lemma': 'build event planning system registration ticket attendee management analytics'}",build event plan system registr ticket attende manag analyt,"['build', 'event', 'planning', 'system', 'with', 'registration', 'ticketing', 'attendee', 'management', 'and', 'analytics']"
SWP-102,Product Catalog Management,"Create product information system with specifications, pricing, availability, and relationship management.",Charlie,Ivan,Story,Medium,Done,Product Management,2025-05-14,2025-05-28,14,5,2,5,product catalog management,create product information system with specifications pricing availability and relationship management,product catalog management create product information system with specifications pricing availability and relationship management,product catalog management,create product information system specification price availability relationship management,product catalog management create product information system specification price availability relationship management,3,11,14,"{'cleaned_text': 'product catalog management', 'tokens': ['product', 'catalog', 'management'], 'filtered_tokens': ['product', 'catalog', 'management'], 'stemmed_tokens': ['product', 'catalog', 'manag'], 'lemmatized_tokens': ['product', 'catalog', 'management'], 'processed_text_stem': 'product catalog manag', 'processed_text_lemma': 'product catalog management'}",product catalog manag,"['product', 'catalog', 'management']","{'cleaned_text': 'create product information system with specifications pricing availability and relationship management', 'tokens': ['create', 'product', 'information', 'system', 'with', 'specifications', 'pricing', 'availability', 'and', 'relationship', 'management'], 'filtered_tokens': ['create', 'product', 'information', 'system', 'specifications', 'pricing', 'availability', 'relationship', 'management'], 'stemmed_tokens': ['creat', 'product', 'inform', 'system', 'specif', 'price', 'avail', 'relationship', 'manag'], 'lemmatized_tokens': ['create', 'product', 'information', 'system', 'specification', 'price', 'availability', 'relationship', 'management'], 'processed_text_stem': 'creat product inform system specif price avail relationship manag', 'processed_text_lemma': 'create product information system specification price availability relationship management'}",creat product inform system specif price avail relationship manag,"['create', 'product', 'information', 'system', 'with', 'specifications', 'pricing', 'availability', 'and', 'relationship', 'management']"
